"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,120.256,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,118.668,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,92.937,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,85.603,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,83.627,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,75.386,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,71.207,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,63.414,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,55.779,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,50.685,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,43.993,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,43.966,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,49.49,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,40.591,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,38.422,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,38.292,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,33.025,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,36.312,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,35.352,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,34.102,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,35.33,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,32.586,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,40.807,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,36.69,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,41.819,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,41.953,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,47.906,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,63.926,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,71.812,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,80.582,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,97.982,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,95.458,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,96.296,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,101.685,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,95.246,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,103.853,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,105.957,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,109.33,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,119.13,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,122.373,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,121.138,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,128.416,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,131.102,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,129.613,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,129.545,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,133.603,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,135.884,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,135.222,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,136.627,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,136.113,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,140.335,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,142.992,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,101.844,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,99.714,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,99.667,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,106.046,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,102.798,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,105.475,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,108.188,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,105.029,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,105.209,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,102.901,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,103.535,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,103.191,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,103.386,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,105.658,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,102.491,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,101.959,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,104.265,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,100.536,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,100.248,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,102.35,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,100.247,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,93.738,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,104.387,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,106.659,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,105.46,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,101.556,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,100.511,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,103.482,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,103.276,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,96.323,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,85.143,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,84.187,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,86.019,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,87.667,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,89.183,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,90.217,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,93.353,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,94.607,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,95.359,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,96.576,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,98.265,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,98.942,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,99.991,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,101.689,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,102.015,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,100.678,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,101.977,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,98.38,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,91.135,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,94.433,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,92.193,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,88.849,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,91.101,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,91.897,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,89.366,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,87.291,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,86.613,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,89.367,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,87.414,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,78.381,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,152.28,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,131.298,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,122.316,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,122.339,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,112.799,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,117.042,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,124.745,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,114.696,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,106.609,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,106.187,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,51.842,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,64.404,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,51.435,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,43,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,42.166,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,41.059,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,50.345,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,40.049,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,25.884,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,29.939,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,46.133,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,40.39,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,38.649,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,36.34,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,32.88,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,27.78,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,26.079,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,29.874,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,28.746,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,27.701,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,88.071,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,87.108,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,88.669,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,90.253,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,91.446,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,92.6,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,95.405,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,96.16,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,96.824,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,97.415,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,98.52,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,99.066,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,99.812,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,101.376,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,101.463,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,100.453,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,101.859,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,98.813,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,92.626,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,95.631,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,93.415,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,90.16,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,92.588,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,93.392,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,91.285,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,89.223,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,88.719,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,91.265,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,89.685,,
"USA","United States","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,81.628,,
"USA","United States","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,23.463,,
"USA","United States","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,23.463,,
