"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5626731.954,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5815111.465,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5885819.168,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5927085.98,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5987689.214,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6195590.919,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6110573.84,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6140913.061,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6208185.281,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6303699.69,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6319759.687,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6243040.02,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6310467.608,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6120125.66,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5714179.627,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5884060.406,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5732066.569,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5520534.247,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5661084.212,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5700328.27,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5543136.94,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5413123.447,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5372745.631,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5539451.837,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5409760.618,,
"USA","United States","GHG","Greenhouse gases","ENER","1 - Energy","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,4854672.143,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,551889.915,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,543176.92,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,543930.25,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,571939.353,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,558707.427,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,571028.873,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,578574.536,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,566635.849,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,574501.465,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,567666.03,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,553619.181,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,572862.521,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,575009.437,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,573596.012,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,581156.807,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,573632.063,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,569145.732,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,588927.77,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,581440.5,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,584754.349,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,592764.556,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,574256.282,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,556725.956,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,597736.849,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,606528.687,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,613529.527,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,601866.256,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,603195.693,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,616720.209,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,622860.79,,
"USA","United States","GHG","Greenhouse gases","AGR","3 - Agriculture","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,594668.531,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,214193.977,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,217278.721,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,217904.913,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,216389.273,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,217113.185,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,212538.973,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,209496.59,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,200483.435,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,191659.01,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,186054.412,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,183291.363,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,178547.165,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,177564.534,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,180404.134,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,178347.25,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,175575.406,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,173821.151,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,171851.448,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,169589.702,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,166755.182,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,167795.764,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,159411.012,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,161442.424,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,157874.876,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,157588.7,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,156483.316,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,153893.756,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,155670.988,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,157920.532,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,159567.23,,
"USA","United States","GHG","Greenhouse gases","WAS","5 - Waste","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,155584.606,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,346239.674,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,326757.013,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,332724.775,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,332098.175,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,344177.179,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,375063.814,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,387742.99,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,393274.636,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,401586.934,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,396731.057,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,395091.747,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,357179.447,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,365670.118,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,351642.655,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,365243.897,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,365860.783,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,374794.365,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,392539.58,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,369487.686,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,321575.569,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,362821.535,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,379353.257,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,367821.137,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,367798.28,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,378910.165,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,375856.344,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,368987.573,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,369363.075,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,373419.995,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,379537.109,,
"USA","United States","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,376429.094,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1990","1990","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.658,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1991","1991","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.651,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1992","1992","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.64,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1993","1993","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.634,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1994","1994","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.618,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1995","1995","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.609,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1996","1996","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.605,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1997","1997","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.584,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1998","1998","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.563,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1999","1999","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.54,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2000","2000","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.533,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2001","2001","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.52,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2002","2002","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.514,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2003","2003","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.504,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2004","2004","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.493,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2005","2005","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.477,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2006","2006","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.459,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2007","2007","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.456,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2008","2008","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.442,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2009","2009","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.426,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.428,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2011","2011","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.411,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.388,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2013","2013","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.391,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.386,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2015","2015","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.367,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.353,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2017","2017","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.343,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.343,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2019","2019","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.33,,
"USA","United States","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2020","2020","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.311,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,716959.652,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,700210.809,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,725886.374,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,723125.6,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,728103.672,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,743930.002,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,775370.069,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,768642.53,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,740578.441,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,695918.593,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,725751.034,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,725976.333,,
"USA","United States","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,714707.562,,
